,Phase,FLDNAME,TBLNAME,CRFNAME,TEXT,TYPE,LENGTH,CODE,UNITS,target,OMOP
915,J-ADNI,VSWTUNIT,VITALS,Vital Signs,1b. Weight Units,N,1,1=pounds; 2=kilograms,,No suitable variable found.,
916,J-ADNI,WDFOLLOWUP,TREATDIS,Early Discontinuation and Withdrawal,2. Follow-up:  (check all that apply),T,20,1=Agrees to return for all follow-up visits.;2=Agrees to return for final visit.;3=Agrees to unscheduled visit.;4=Refuses/unable to return for any future visits.,,No suitable variable found.,
917,J-ADNI,WDPARTCOM,TREATDIS,Early Discontinuation and Withdrawal,"Please provide any additional information regarding the withdrawal.  If individual procedures are being discontinued for different reasons, please provide an explanation.",T,1000,,,No suitable variable found.,
918,J-ADNI,WDPARTIAL,TREATDIS,Early Discontinuation and Withdrawal,"If Partial, what is the participant withdrawing from?",T,20,1=1.5 T MRI;2=3.0 T MRI;3=PET;4=Lumbar Puncture;5=PIB,,No suitable variable found.,
919,J-ADNI,WDRAWTYPE,TREATDIS,Early Discontinuation and Withdrawal,"1. Is this a Full or Partial Withdrawal or Completion of ADNI 1, not continuing to extension protocol?",N,1,"1=Full;2=Partial;3=Completion of ADNI 1, not continuing to extension protocol",,No suitable variable found.,
920,J-ADNI,WDREASON,TREATDIS,Early Discontinuation and Withdrawal,Reason for Withdrawal,T,20,1=Adverse Event;2=Death;3=Safety Risk;4=Protocol Violation;5=Non-Compliance;6=Investigator Judgment;7=Consent Withdrawn;8=Study Terminated;9=Loss of Study Partner;10=Lost to Follow-Up;11=Coordinating Center Request,,No suitable variable found.,
921,J-ADNI,USERDATE,CONVERSIONS,Conversions Confirmed by Conversion Committee,Date record created,D,,-4,-4,patient qualification,
922,J-ADNI,RID,CONVERSIONS,Conversions Confirmed by Conversion Committee,Participant roster ID,N,38 digits,-4,-4,participant id,46234739.0
923,J-ADNI,VISCODE,CONVERSIONS,Conversions Confirmed by Conversion Committee,,T,10 characters,-4,-4,No suitable variable found.,
924,J-ADNI,TYPE,CONVERSIONS,Conversions Confirmed by Conversion Committee,Conversion/Reversion Type,T,10 characters,-4,-4,No suitable variable found.,
925,J-ADNI,VISCODE,MRIQC,MRI Scan Information,Visit,T,7,SC=Screening;SC Scan=Screening;BL=Baseline;BL Scan=Baseline;6M=6 months from Baseline;12M=12 months;18M=18 months;24M=24 months;36M=36 months,,visit,
926,J-ADNI,ID,MRIQC,MRI Scan Information,Participant ID,T,9,,,participant id,46234739.0
927,J-ADNI,MRI Achievements(1.5T) VISCODE,MRIQC,MRI Scan Information - 1.5T Scanner,Visit,T,7,SC=Screening;SC Scan=Screening;BL=Baseline;BL Scan=Baseline;6M=6 months from Baseline;12M=12 months;18M=18 months;24M=24 months;36M=36 months,,No suitable variable found.,
928,J-ADNI,MRI Achievements(1.5T) ID,MRIQC,MRI Scan Information - 1.5T Scanner,Participant ID,T,9,,,participant id,46234739.0
929,J-ADNI,MRI Achievements(1.5T) EXAMDATE,MRIQC,MRI Scan Information - 1.5T Scanner,Scan Date,D,10,,,No suitable variable found.,
930,J-ADNI,MRI Achievements(1.5T) PASS_FOR_IMAGING_TOTAL_QC,MRIQC,MRI Scan Information - 1.5T Scanner,Is image quality control passed?,N,1,1=OK;0=NG,,No suitable variable found.,
931,J-ADNI,MRI Achievements(1.5T) PASS_FOR_IMAGE_READING,MRIQC,MRI Scan Information - 1.5T Scanner,Are there brain anomalies caused by non-Alzheimer's disease?,N,1,1=No;0=Yes,,No suitable variable found.,
932,J-ADNI,MRI Achievements(1.5T) EQUIPMENT_ID,MRIQC,MRI Scan Information - 1.5T Scanner,Product Name of MRI Scanner,T,6,,,patient qualification,
933,J-ADNI,MRI Achievements(1.5T) PHANTOM_ID,MRIQC,MRI Scan Information - 1.5T Scanner,Phantom ID,T,8,,,participant id,46234739.0
934,J-ADNI,MRI Achievements(1.5T) VERSION,MRIQC,MRI Scan Information - 1.5T Scanner,Version Number of MRI Scanner,T,70,,,No suitable variable found.,
935,J-ADNI,MRI Achievements(1.5T) IMAGING_NUMBER,MRIQC,MRI Scan Information - 1.5T Scanner,Number of MRI Scans,N,1,,,No suitable variable found.,
936,J-ADNI,MRI Achievements(domestic 1.5T) VISCODE,MRIQC,MRI Scan Information - Domestic 1.5T Scanner,Visit,T,7,SC=Screening;SC Scan=Screening;BL=Baseline;BL Scan=Baseline;6M=6 months from Baseline;12M=12 months;18M=18 months;24M=24 months;36M=36 months,,No suitable variable found.,
937,J-ADNI,MRI Achievements(domestic 1.5T) ID,MRIQC,MRI Scan Information - Domestic 1.5T Scanner,Participant ID,T,9,,,participant id,46234739.0
938,J-ADNI,MRI Achievements(domestic 1.5T) EXAMDATE,MRIQC,MRI Scan Information - Domestic 1.5T Scanner,Scan Date,D,10,,,No suitable variable found.,
939,J-ADNI,MRI Achievements(domestic 1.5T) PASS_FOR_IMAGING_TOTAL_QC,MRIQC,MRI Scan Information - Domestic 1.5T Scanner,Is image quality control passed?,N,1,1=OK;0=NG,,No suitable variable found.,
940,J-ADNI,MRI Achievements(domestic 1.5T) PASS_FOR_IMAGE_READING,MRIQC,MRI Scan Information - Domestic 1.5T Scanner,Are there brain anomalies caused by non-Alzheimer's disease?,N,1,1=No;0=Yes,,No suitable variable found.,
941,J-ADNI,MRI Achievements(domestic 1.5T) EQUIPMENT_ID,MRIQC,MRI Scan Information - Domestic 1.5T Scanner,Product Name of MRI Scanner,T,6,,,patient qualification,
942,J-ADNI,MRI Achievements(domestic 1.5T) PHANTOM_ID,MRIQC,MRI Scan Information - Domestic 1.5T Scanner,Phantom ID,T,8,,,participant id,46234739.0
943,J-ADNI,MRI Achievements(domestic 1.5T) VERSION,MRIQC,MRI Scan Information - Domestic 1.5T Scanner,Version Number of MRI Scanner,T,70,,,No suitable variable found.,
944,J-ADNI,MRI Achievements(domestic 1.5T) IMAGING_NUMBER,MRIQC,MRI Scan Information - Domestic 1.5T Scanner,Number of MRI Scans,N,1,,,No suitable variable found.,
945,J-ADNI,MRI Achievements(3T) VISCODE,MRIQC,MRI Scan Information - 3T Scanner,Visit,T,7,SC=Screening;SC Scan=Screening;BL=Baseline;BL Scan=Baseline;6M=6 months from Baseline;12M=12 months;18M=18 months;24M=24 months;36M=36 months,,No suitable variable found.,
946,J-ADNI,MRI Achievements(3T) ID,MRIQC,MRI Scan Information - 3T Scanner,Participant ID,T,9,,,participant id,46234739.0
947,J-ADNI,MRI Achievements(3T) EXAMDATE,MRIQC,MRI Scan Information - 3T Scanner,Scan Date,D,10,,,No suitable variable found.,
948,J-ADNI,MRI Achievements(3T) PASS_FOR_IMAGING_TOTAL_QC,MRIQC,MRI Scan Information - 3T Scanner,Is image quality control passed?,N,1,1=OK;0=NG,,No suitable variable found.,
949,J-ADNI,MRI Achievements(3T) PASS_FOR_IMAGE_READING,MRIQC,MRI Scan Information - 3T Scanner,Are there brain anomalies caused by non-Alzheimer's disease?,N,1,1=No;0=Yes,,No suitable variable found.,
950,J-ADNI,MRI Achievements(3T) EQUIPMENT_ID,MRIQC,MRI Scan Information - 3T Scanner,Product Name of MRI Scanner,T,6,,,patient qualification,
951,J-ADNI,MRI Achievements(3T) PHANTOM_ID,MRIQC,MRI Scan Information - 3T Scanner,Phantom ID,T,8,,,No suitable variable found.,
952,J-ADNI,MRI Achievements(3T) VERSION,MRIQC,MRI Scan Information - 3T Scanner,Version Number of MRI Scanner,T,70,,,No suitable variable found.,
953,J-ADNI,MRI Achievements(3T) IMAGING_NUMBER,MRIQC,MRI Scan Information - 3T Scanner,Number of MRI Scans,N,1,,,No suitable variable found.,
954,J-ADNI,VISCODE,PETQC,PET Scan Information,Visit,T,7,SC=Screening;SC Scan=Screening;BL=Baseline;BL Scan=Baseline;6M=6 months from Baseline;12M=12 months;18M=18 months;24M=24 months;36M=36 months,,visit,
955,J-ADNI,ID,PETQC,PET Scan Information,Participant ID,T,9,,,participant id,46234739.0
956,J-ADNI,PET QC(FDG) SCANNER_VENDOR,PETQC,PET Scan Information - FDG,Vender Name of PET Scanner,T,8,,,No suitable variable found.,
957,J-ADNI,PET QC(FDG) SCANNER_MODEL,PETQC,PET Scan Information - FDG,Model Name of PET Scanner,T,30,,,No suitable variable found.,
958,J-ADNI,PET QC(FDG) SUBJECT_ID,PETQC,PET Scan Information - FDG,Participant ID,T,9,,,participant id,46234739.0
959,J-ADNI,PET QC(FDG) VISIT_ID,PETQC,PET Scan Information - FDG,Visit,T,7,SC=Screening;SC Scan=Screening;BL=Baseline;BL Scan=Baseline;6M=6 months from Baseline;12M=12 months;18M=18 months;24M=24 months;36M=36 months,,visit,
960,J-ADNI,PET QC(FDG) DATE_OF_SCAN,PETQC,PET Scan Information - FDG,Scan Date,D,10,,,No suitable variable found.,
961,J-ADNI,PET QC(FDG) PET_AGENT,PETQC,PET Scan Information - FDG,PET drug,T,3,,,No suitable variable found.,
962,J-ADNI,PET QC(FDG) RESCAN,PETQC,PET Scan Information - FDG,First PET scan?,T,2,no=Rescanning,,No suitable variable found.,
963,J-ADNI,PET QC(FDG) BLOOD_GLUCOSE,PETQC,PET Scan Information - FDG,Blood Glucose Level at the Time of FDG PET Scan,T,10,,mg/dL,No suitable variable found.,
964,J-ADNI,PET QC(FDG) BODY_WEIGHT,PETQC,PET Scan Information - FDG,Body Weight of Patient,T,7,,kg,No suitable variable found.,
965,J-ADNI,PET QC(FDG) INJECTED_RIACTIVITY,PETQC,PET Scan Information - FDG,Injected Activity,T,9,,MBq,No suitable variable found.,
966,J-ADNI,PET QC(FDG) UPTAKE_TIME,PETQC,PET Scan Information - FDG,Uptake Time,T,8,,min,av45 pet,
967,J-ADNI,PET QC(FDG) MOTION_WITH_PETSCAN,PETQC,PET Scan Information - FDG,Degree of Body Motion (Six Levels) estimated from Motion Correction Parameters,T,13,A=No Motion;Mild=Mild;Mild to Mod=Mild to Moderate;Mod=Moderate;Mod to Severe=Moderate to Severe;Severe=Severe,,No suitable variable found.,
968,J-ADNI,PET QC(FDG) OMITTED_FRAMES,PETQC,PET Scan Information - FDG,Numbers of Omitted Frames as the Result of the Evaluation of Body Motion,T,9,,,No suitable variable found.,
969,J-ADNI,PET QC(FDG) BRAIN_OUT_OF_FOV,PETQC,PET Scan Information - FDG,Is a part of brain out of field of view (FOV) ?,T,3,Yes=Missing;No=Not Missing,,brainsegvol from qdec aseg,
970,J-ADNI,PET QC(FDG) BRAIN_OUT_OF_FOV_TOP_SLICES,PETQC,PET Scan Information - FDG,Extent of brain beyond top slice expresssed as  estimated number of slicess (Thickness 1.5mm/slice).,N,1,,,brain volume,44784284.0
971,J-ADNI,PET QC(FDG) BRAIN_OUT_OF_FOV_BOTTOM_SLICES,PETQC,PET Scan Information - FDG,Extent of brain beyond bottom slice expresssed as  estimated number of slicess (Thickness 1.5mm/slice).,N,2,,,brainsegvol from qdec aseg,
972,J-ADNI,PET QC(FDG) PROTOCOL_DEVIATION,PETQC,PET Scan Information - FDG,Was a protocol deviation detected?,T,9,"deviation=Protocol Deviation Detected,-=No Protocol Deviation",,No suitable variable found.,
973,J-ADNI,PET QC(FDG) WITH_QCCOMMENT,PETQC,PET Scan Information - FDG,Comment on QC for Reseachers?,T,282,,,No suitable variable found.,
974,J-ADNI,PET QC(FDG) INTERPRETATION,PETQC,PET Scan Information - FDG,"Interpretation by Inter-rater Agreement. At Baseline, Silverman 7 Categories (Progressive: P1, P1�{_, P2, P3, Nonprogressive: N1, N2, N3) [1]. At Follow-Ups, Comparison with Baseline (change(+), change(++), stable). [1] Silverman DS, Small GW, Chang CY, et al. Positron Emission Tomography in Evaluation of Dementia: Regional Brain Metabolism and Long-term Outcome. JAMA. 2001;286(17):2120-2127. doi:10.1001/jama.286.17.2120.",T,10,N1=Normal Metabolism;N2=Global Hypometabolism;N3=Focal Hypometabolism;P1=Bilateral Parietal and Temporal Hypometabolism (AD Pattern);P1+=AD-variant Pattern;P2=Frontal Predominant Hypometabolism;P3=Hypometabolism of Both Caudate and Lentiform Nuclei;stable=No Change from Baseline;change(+)=Weak Change from Baseline;change(++)=Strong Change from Baseline,,No suitable variable found.,
975,J-ADNI,PET QC(BF227) SCANNER_VENDOR,PETQC,PET Scan Information - BF227,Vender Name of PET Scanner,T,8,,,No suitable variable found.,
976,J-ADNI,PET QC(BF227) SCANNER_MODEL,PETQC,PET Scan Information - BF227,Model Name of PET Scanner,T,30,,,No suitable variable found.,
977,J-ADNI,PET QC(BF227) SUBJECT_ID,PETQC,PET Scan Information - BF227,Participant ID,T,9,,,participant id,46234739.0
978,J-ADNI,PET QC(BF227) VISIT_ID,PETQC,PET Scan Information - BF227,Visit,T,7,SC=Screening;SC Scan=Screening;BL=Baseline;BL Scan=Baseline;6M=6 months from Baseline;12M=12 months;18M=18 months;24M=24 months;36M=36 months,,No suitable variable found.,
979,J-ADNI,PET QC(BF227) DATE_OF_SCAN,PETQC,PET Scan Information - BF227,Scan Date,D,10,,,No suitable variable found.,
980,J-ADNI,PET QC(BF227) PET_AGENT,PETQC,PET Scan Information - BF227,PET drug ,T,3,,,No suitable variable found.,
981,J-ADNI,PET QC(BF227) RESCAN,PETQC,PET Scan Information - BF227,First PET scan?,T,2,no=Rescanning,,No suitable variable found.,
982,J-ADNI,PET QC(BF227) BODY_WEIGHT,PETQC,PET Scan Information - BF227,Body Weight of Patient,T,7,,kg,No suitable variable found.,
983,J-ADNI,PET QC(BF227) INJECTED_RIACTIVITY,PETQC,PET Scan Information - BF227,Injected Activity,T,9,,MBq,No suitable variable found.,
984,J-ADNI,PET QC(BF227) UPTAKE_TIME,PETQC,PET Scan Information - BF227,Uptake Time,T,8,,min,av45 pet,
985,J-ADNI,PET QC(BF227) MOTION_WITH_PETSCAN,PETQC,PET Scan Information - BF227,Degree of Body Motion (Six Levels) estimated from Motion Correction Parameters,T,13,A=No Motion;Mild=Mild;Mild to Mod=Mild to Moderate;Mod=Moderate;Mod to Severe=Moderate to Severe;Severe=Severe,,No suitable variable found.,
986,J-ADNI,PET QC(BF227) OMITTED_FRAMES,PETQC,PET Scan Information - BF227,Numbers of Omitted Frames as the Result of the Evaluation of Body Motion,T,9,,,No suitable variable found.,
987,J-ADNI,PET QC(BF227) BRAIN_OUT_OF_FOV,PETQC,PET Scan Information - BF227,Is a part of brain out of field of view (FOV) ?,T,3,Yes=Missing;No=Not Missing,,brainsegvol from qdec aseg,
988,J-ADNI,PET QC(BF227) BRAIN_OUT_OF_FOV_TOP_SLICES,PETQC,PET Scan Information - BF227,Extent of brain beyond top slice expresssed as  estimated number of slicess (Thickness 1.5mm/slice),N,1,,,brain volume,44784284.0
989,J-ADNI,PET QC(BF227) BRAIN_OUT_OF_FOV_BOTTOM_SLICES,PETQC,PET Scan Information - BF227,Extent of brain beyond bottom slice expresssed as  estimated number of slicess (Thickness 1.5mm/slice) .,N,2,,,brain volume,44784284.0
990,J-ADNI,PET QC(BF227) MOTION_WITH_AMYLOID_DYNAMIC_SCAN,PETQC,PET Scan Information - BF227,Body Motion in PIB or BF227 Dynamic Scan Estimated by Visual Interpretation and Time Activity Curve (TAC),T,0,motion suspected=Body motion was suspected;no motion=Body motion was not observed,,av45 pet,
991,J-ADNI,PET QC(BF227) QUANTITATIVE_CAPABILITY_OF_DYNAMIC_SCAN,PETQC,PET Scan Information - BF227,Capability of Quantitative Analysis on the Dyamic scan data in regard to count rate saturation. ,T,0,capable=capable;incapable=incapable,,No suitable variable found.,
992,J-ADNI,PET QC(BF227) PROTOCOL_DEVIATION,PETQC,PET Scan Information - BF227,Was a protocol deviation detected?,T,9,"deviation=Protocol Deviation Detected,-=No Protocol Deviation",,No suitable variable found.,
993,J-ADNI,PET QC(BF227) WITH_QCCOMMENT,PETQC,PET Scan Information - BF227,Comment on QC for Reseachers?,T,212,,,No suitable variable found.,
994,J-ADNI,PET QC(BF227) INTERPRETATION,PETQC,PET Scan Information - BF227,"Binary Interpretation by Inter-rater Agreement.  (Positive or Negative). For BF227, Only Baseline scan was interpreted.",T,10,positive=Accumulation Detected;negative=No Accumulation Detected,,No suitable variable found.,
995,J-ADNI,PET QC(PIB) SCANNER_VENDOR,PETQC,PET Scan Information - PIB,Vender Name of PET Scanner,T,8,,,No suitable variable found.,
996,J-ADNI,PET QC(PIB) SCANNER_MODEL,PETQC,PET Scan Information - PIB,Model Name of PET Scanner,T,30,,,No suitable variable found.,
997,J-ADNI,PET QC(PIB) SUBJECT_ID,PETQC,PET Scan Information - PIB,Participant ID,T,9,,,participant id,46234739.0
998,J-ADNI,PET QC(PIB) VISIT_ID,PETQC,PET Scan Information - PIB,Visit,T,7,SC=Screening;SC Scan=Screening;BL=Baseline;BL Scan=Baseline;6M=6 months from Baseline;12M=12 months;18M=18 months;24M=24 months;36M=36 months,,visit,
999,J-ADNI,PET QC(PIB) DATE_OF_SCAN,PETQC,PET Scan Information - PIB,Scan Date,D,10,,,No suitable variable found.,
1000,J-ADNI,PET QC(PIB) PET_AGENT,PETQC,PET Scan Information - PIB,PET drug ,T,3,,,No suitable variable found.,
1001,J-ADNI,PET QC(PIB) RESCAN,PETQC,PET Scan Information - PIB,First PET scan?,T,2,no=Rescanning,,No suitable variable found.,
1002,J-ADNI,PET QC(PIB) BODY_WEIGHT,PETQC,PET Scan Information - PIB,Body Weight of Patient,T,7,,kg,No suitable variable found.,
1003,J-ADNI,PET QC(PIB) INJECTED_RIACTIVITY,PETQC,PET Scan Information - PIB,Injected Activity,T,9,,MBq,No suitable variable found.,
1004,J-ADNI,PET QC(PIB) UPTAKE_TIME,PETQC,PET Scan Information - PIB,Uptake Time,T,8,,min,av45 pet,
1005,J-ADNI,PET QC(PIB) MOTION_WITH_PETSCAN,PETQC,PET Scan Information - PIB,Degree of Body Motion (Six Levels) estimated from Motion Correction Parameters,T,13,A=No Motion;Mild=Mild;Mild to Mod=Mild to Moderate;Mod=Moderate;Mod to Severe=Moderate to Severe;Severe=Severe,,No suitable variable found.,
1006,J-ADNI,PET QC(PIB) OMITTED_FRAMES,PETQC,PET Scan Information - PIB,Numbers of Omitted Frames as the Result of the Evaluation of Body Motion,T,9,,,No suitable variable found.,
1007,J-ADNI,PET QC(PIB) BRAIN_OUT_OF_FOV,PETQC,PET Scan Information - PIB,Is a part of brain out of field of view (FOV) ?,T,3,Yes=Missing;No=Not Missing,,brainsegvol from qdec aseg,
1008,J-ADNI,PET QC(PIB) BRAIN_OUT_OF_FOV_TOP_SLICES,PETQC,PET Scan Information - PIB,Extent of brain beyond top slice expresssed as  estimated number of slicess (Thickness 1.5mm/slice),N,1,,,brain volume,44784284.0
1009,J-ADNI,PET QC(PIB) BRAIN_OUT_OF_FOV_BOTTOM_SLICES,PETQC,PET Scan Information - PIB,Extent of brain beyond bottom slice expresssed as  estimated number of slicess  (Thickness 1.5mm/slice),N,2,,,brain volume,44784284.0
1010,J-ADNI,PET QC(PIB) MOTION_WITH_AMYLOID_DYNAMIC_SCAN,PETQC,PET Scan Information - PIB,Body Motion in PIB or BF227 Dynamic Scan Estimated by Visual Interpretation and Time Activity Curve (TAC),T,0,motion suspected=Body motion was suspected;no motion=Body motion was not observed,,av45 pet,
1011,J-ADNI,PET QC(PIB) QUANTITATIVE_CAPABILITY_OF_DYNAMIC_SCAN,PETQC,PET Scan Information - PIB,Capability of Quantitative Analysis on the Dyamic scan data in regard to count rate saturation. ,T,0,capable=capable;incapable=incapable,,No suitable variable found.,
1012,J-ADNI,PET QC(PIB) PROTOCOL_DEVIATION,PETQC,PET Scan Information - PIB,Was a protocol deviation detected?,T,9,"deviation=Protocol Deviation Detected,-=No Protocol Deviation",,No suitable variable found.,
1013,J-ADNI,PET QC(PIB) WITH_QCCOMMENT,PETQC,PET Scan Information - PIB,Comment on QC for Reseachers?,T,288,,,No suitable variable found.,
1014,J-ADNI,PET QC(PIB) INTERPRETATION,PETQC,PET Scan Information - PIB,"Interpretation by Inter-rater Agreement. At Baseline, 3 Levels (positive, negative and equivocal). At Follow-Ups, Comparison with Baseline (change(+), change(++), stable).",T,10,positive=Accumulation Detected;negative=No Accumulation Detected;equivocal=Equivocal Accumulation;stable=No Change from Baseline;change(+)=Weak Change from Baseline;change(++)=Strong Change from Baseline,,No suitable variable found.,
1015,J-ADNI,ID,CSF,Cerebrospinal Fluid (CSF),Participant ID,T,8,,,participant id,46234739.0
1016,J-ADNI,VISCODE,CSF,Cerebrospinal Fluid (CSF),Visit,T,3,SC=Screening;SC Scan=Screening;BL=Baseline;BL Scan=Baseline;6M=6 months from Baseline;12M=12 months;18M=18 months;24M=24 months;36M=36 months,,visit,
1017,J-ADNI,CSF EXAMDATE,CSF,Cerebrospinal Fluid (CSF),Date of Examining Cerebrospinal Fluid (CSF),D,10,,,cerebrospinal fluid volume,
1018,J-ADNI,CSF TAU,CSF,Cerebrospinal Fluid (CSF),Concentration of Tau,N,"3,2",,pg/mL,ttau in csf,37393375.0
1019,J-ADNI,CSF AB,CSF,Cerebrospinal Fluid (CSF),Concentration of Ab1-42,N,"3,2",,pg/mL,a-beta 1-42 in csf,3042810.0
1020,J-ADNI,CSF PTAU,CSF,Cerebrospinal Fluid (CSF),Concentration of P-tau,N,"2,2",,pg/mL,ptau in csf,37027027.0
1021,J-ADNI,CSF NUM_MEASUREMENTS,CSF,Cerebrospinal Fluid (CSF),"Number of Measurements of TAU, AB or PTAU per Assay",T,1,,,ptau in csf,37027027.0
1022,J-ADNI,CSF REMARK_CSF,CSF,Cerebrospinal Fluid (CSF),Remark on CSF Measurement,T,93,,,No suitable variable found.,
1023,J-ADNI,ID,APOE,ApoE Genotyping,Participant ID,T,8,,,participant id,46234739.0
1024,J-ADNI,VISCODE,APOE,ApoE Genotyping,Visit,T,7,SC=Screening;SC Scan=Screening;BL=Baseline;BL Scan=Baseline;6M=6 months from Baseline;12M=12 months;18M=18 months;24M=24 months;36M=36 months,,visit,
1025,J-ADNI,APOE,APOE,ApoE Genotyping,ApoE Genotype,T,3,2*3=2*3;2*4=2*4;3*3=3*3;3*4=3*4;4*4=4*4,,apoe,40773017.0
1026,J-ADNI,ID,BLOOD,Peripheral Blood,Participant ID,T,8,,,participant id,46234739.0
1027,J-ADNI,VISCODE,BLOOD,Peripheral Blood,Visit,T,7,SC=Screening;SC Scan=Screening;BL=Baseline;BL Scan=Baseline;6M=6 months from Baseline;12M=12 months;18M=18 months;24M=24 months;36M=36 months,,visit,
1028,J-ADNI,COHORT,BLOOD,Peripheral Blood,Cohort at Baseline,T,3,NL=Normal;MCI=Mild Cognitive Impairment;AD=Alzheimer's Disease,,No suitable variable found.,
1029,J-ADNI,EXAMDATE,BLOOD,Peripheral Blood,Examination Date,D,10,,,visit,
1030,J-ADNI,EXAMITEM,BLOOD,Peripheral Blood,Name of Examination Item,T,98,See BLOOD_EXAMITEM for detail,,verbal fluency tests (semantic) animal,
1031,J-ADNI,VALUE,BLOOD,Peripheral Blood,Measured Value,T,6,(-)=Negative;(+-) =Pseudopositive;(1+) =Weak Positive;(2+)=Positive;(3+)=Strong Positive,,No suitable variable found.,
1032,J-ADNI,COMMENT1,BLOOD,Peripheral Blood,Reported Comment,T,78,,,No suitable variable found.,
1033,J-ADNI,COMMENT2,BLOOD,Peripheral Blood,Reported Comment,T,78,,,No suitable variable found.,
1034,J-ADNI,EXAMITEM,BLOOD_EXAMITEM,Description of EXAMITEM in BLOOD,EXAMITEM in BLOOD,T,9,,,high blood pressure,45883495.0
1035,J-ADNI,TEXT,BLOOD_EXAMITEM,Description of EXAMITEM in BLOOD,Description of EXAMITEM,T,98,,,No suitable variable found.,
1036,J-ADNI,SOURCE,BLOOD_EXAMITEM,Description of EXAMITEM in BLOOD,Source Material,T,44,,,No suitable variable found.,
1037,J-ADNI,UNIT,BLOOD_EXAMITEM,Description of EXAMITEM in BLOOD,Unit for EXAMITEM,T,10,,,No suitable variable found.,
1038,J-ADNI,NORMAL_VALUES,BLOOD_EXAMITEM,Description of EXAMITEM in BLOOD,Normal Values for EXAMITEM,T,67,,,No suitable variable found.,
